citing_paper,.out,time_unit,Species
"Mollenhauer, J 2014 SCULPTING THE PAST IN PRECLASSIC MESOAMERICA: OLMEC STONE MONUMENTS AND
   THE PRODUCTION OF SOCIAL MEMORY ANCIENT MESOAMERICA",BENDER BARBARA 1998 STONEHENGE MAKING SP,2014,community 1
"Mollenhauer, J 2014 SCULPTING THE PAST IN PRECLASSIC MESOAMERICA: OLMEC STONE MONUMENTS AND
   THE PRODUCTION OF SOCIAL MEMORY ANCIENT MESOAMERICA",BRADLEY R 1998 SIGNIFICANCE MONUMEN,2014,community 1
"Mollenhauer, J 2014 SCULPTING THE PAST IN PRECLASSIC MESOAMERICA: OLMEC STONE MONUMENTS AND
   THE PRODUCTION OF SOCIAL MEMORY ANCIENT MESOAMERICA",GELL ALFRED 1998 ART AGENCY ANTHR THE,2014,community 1
"Mollenhauer, J 2014 SCULPTING THE PAST IN PRECLASSIC MESOAMERICA: OLMEC STONE MONUMENTS AND
   THE PRODUCTION OF SOCIAL MEMORY ANCIENT MESOAMERICA",TILLEY C 1994 PHENOMENOLOGY LANDSC,2014,community 1
"Stahl, AB 2014 AFRICA IN THE WORLD: (RE)CENTERING AFRICAN HISTORY THROUGH ARCHAEOLOGY JOURNAL OF ANTHROPOLOGICAL RESEARCH",LATOUR B 2005 REASSEMBLING SOCIAL,2014,community 1
"Mallios, S 2014 SPATIAL SERIATION, VECTORS OF CHANGE, AND MULTICENTERED MODELING OF
   CULTURAL TRANSFORMATIONS AMONG SAN DIEGO'S HISTORICAL GRAVESTONES 50
   Years after Deetz and Dethlefsen's Archaeological Doppler Effect JOURNAL OF ANTHROPOLOGICAL RESEARCH",DEETZ J 1977 SMALL THINGS FORGOTT,2014,community 13
"Mallios, S 2014 SPATIAL SERIATION, VECTORS OF CHANGE, AND MULTICENTERED MODELING OF
   CULTURAL TRANSFORMATIONS AMONG SAN DIEGO'S HISTORICAL GRAVESTONES 50
   Years after Deetz and Dethlefsen's Archaeological Doppler Effect JOURNAL OF ANTHROPOLOGICAL RESEARCH",LIGHTFOOT KG 2005 INDIANS MISSIONARIES AND MERCHANTS THE LEGACY OF COLONIAL ENCOUNTERS ON THE CALIFORNIA FRONTIERS P1,2014,community 6
"Mallios, S 2014 SPATIAL SERIATION, VECTORS OF CHANGE, AND MULTICENTERED MODELING OF
   CULTURAL TRANSFORMATIONS AMONG SAN DIEGO'S HISTORICAL GRAVESTONES 50
   Years after Deetz and Dethlefsen's Archaeological Doppler Effect JOURNAL OF ANTHROPOLOGICAL RESEARCH",NEIMAN FD 1995 AM ANTIQUITY V60 P7 DOI 102307282074,2014,community 2
"McKechnie, I
   Lepofsky, D
   Moss, ML
   Butler, VL
   Orchard, TJ
   Coupland, G
   Foster, F
   Caldwell, M
   Lertzman, K 2014 Archaeological data provide alternative hypotheses on Pacific herring
   (Clupea pallasii) distribution, abundance, and variability PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF
   AMERICA",LYMAN RL 2008 CAMB MAN ARCHAEOL P1 DOI 101017CBO9780511813863,2014,community 4
"McKechnie, I
   Lepofsky, D
   Moss, ML
   Butler, VL
   Orchard, TJ
   Coupland, G
   Foster, F
   Caldwell, M
   Lertzman, K 2014 Archaeological data provide alternative hypotheses on Pacific herring
   (Clupea pallasii) distribution, abundance, and variability PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF
   AMERICA",REIMER PJ 2009 RADIOCARBON V51 P1111,2014,community 9
"Vandenberghe, DAG
   Flas, D
   De Dapper, M
   Van Nieuland, J
   Kolobova, K
   Pavlenok, K
   Islamov, U
   De Pelsmaeker, E
   Debeer, AE
   Buylaert, JP 2014 Revisiting the Palaeolithic site of Kulbulak (Uzbekistan): First results
   from luminescence dating QUATERNARY INTERNATIONAL",ADAMIEC G 1998 ANCIENT TL V16 P37,2014,community 7
"Vandenberghe, DAG
   Flas, D
   De Dapper, M
   Van Nieuland, J
   Kolobova, K
   Pavlenok, K
   Islamov, U
   De Pelsmaeker, E
   Debeer, AE
   Buylaert, JP 2014 Revisiting the Palaeolithic site of Kulbulak (Uzbekistan): First results
   from luminescence dating QUATERNARY INTERNATIONAL",MEJDAHL V 1979 ARCHAEOMETRY V21 P61 DOI 101111J147547541979TB00241X,2014,community 7
"Vandenberghe, DAG
   Flas, D
   De Dapper, M
   Van Nieuland, J
   Kolobova, K
   Pavlenok, K
   Islamov, U
   De Pelsmaeker, E
   Debeer, AE
   Buylaert, JP 2014 Revisiting the Palaeolithic site of Kulbulak (Uzbekistan): First results
   from luminescence dating QUATERNARY INTERNATIONAL",MURRAY AS 2003 RADIAT MEAS V37 P377 DOI 101016S1350448703000532,2014,community 7
"Vandenberghe, DAG
   Flas, D
   De Dapper, M
   Van Nieuland, J
   Kolobova, K
   Pavlenok, K
   Islamov, U
   De Pelsmaeker, E
   Debeer, AE
   Buylaert, JP 2014 Revisiting the Palaeolithic site of Kulbulak (Uzbekistan): First results
   from luminescence dating QUATERNARY INTERNATIONAL",MURRAY AS 2000 RADIAT MEAS V32 P57 DOI 101016S135044879900253X,2014,community 7
"Vandenberghe, DAG
   Flas, D
   De Dapper, M
   Van Nieuland, J
   Kolobova, K
   Pavlenok, K
   Islamov, U
   De Pelsmaeker, E
   Debeer, AE
   Buylaert, JP 2014 Revisiting the Palaeolithic site of Kulbulak (Uzbekistan): First results
   from luminescence dating QUATERNARY INTERNATIONAL",PRESCOTT JR 1994 RADIAT MEAS V23 P497 DOI 1010161350448794900868,2014,community 7
"Alberti, G 2014 Modeling Group Size and Scalar Stress by Logistic Regression from an
   Archaeological Perspective PLOS ONE",DOBRES MARCIAANNE 2000 AGENCY ARCHAEOLOGY,2014,community 1
"Johnston, SA
   Crabtree, PJ
   Campana, DV 2014 Performance, place and power at Dun Ailinne, a ceremonial site of the
   Irish Iron Age WORLD ARCHAEOLOGY",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2014,community 1
"Johnston, SA
   Crabtree, PJ
   Campana, DV 2014 Performance, place and power at Dun Ailinne, a ceremonial site of the
   Irish Iron Age WORLD ARCHAEOLOGY",DOBRES MARCIAANNE 2000 AGENCY ARCHAEOLOGY,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",BENDER BARBARA 1998 STONEHENGE MAKING SP,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",BUCHLI V 2001 ARCHAEOLOGIES CONT,2014,community 32
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",DELANDA M 2006 NEW PHILOS SOC ASSEM,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",GELL ALFRED 1998 ART AGENCY ANTHR THE,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",HODDER I 2012 ENTANGLED ARCHAEOLOG,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",HODDER I 1982 SYMBOLS ACTION ETHNO,2014,community 5
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",INGOLD T 2007 ARCHAEOL DIALOG V14 P1 DOI DOI 101017S1380203807002127,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",INGOLD T 2000 PERCEPTION ENV ESSAY,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",LATOUR B 2005 REASSEMBLING SOCIAL,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",OLSEN BJORNAR 2003 NORWEGIAN ARCHAEOLOG V36 P87 DOI DOI 10108000293650310000650,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",OLSEN B 2010 DEFENSE THINGS ARCHA,2014,community 1
"Angelo, D 2014 Assembling ritual, the burden of the everyday: an exercise in relational
   ontology in Quebrada de Humahuaca, Argentina WORLD ARCHAEOLOGY",WEBMOOR T 2008 NOR ARCHAEOL REV V41 P53 DOI 10108000293650701698423,2014,community 1
"Pettitt, P
   White, M 2014 JOHN LUBBOCK, CAVES AND THE DEVELOPMENT OF MIDDLE AND UPPER PALAEOLITHIC
   ARCHAEOLOGY NOTES AND RECORDS-THE ROYAL SOCIETY JOURNAL OF THE HISTORY OF SCIENCE",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,2014,community 5
"Pyne, L 2014 Life Histories and Dynamic Objects: The Klasies River Mouth Collection CURATOR-THE MUSEUM JOURNAL",GOSDEN C 1999 WORLD ARCHAEOL V31 P169,2014,community 1
"Pyne, L 2014 Life Histories and Dynamic Objects: The Klasies River Mouth Collection CURATOR-THE MUSEUM JOURNAL",MCBREARTY S 2000 J HUM EVOL V39 P453 DOI 101006JHEV20000435,2014,community 2
"Dixit, Y
   Hodell, DA
   Petrie, CA 2014 Abrupt weakening of the summer monsoon in northwest India similar to
   4100 yr ago GEOLOGY",CULLEN HM 2000 GEOLOGY V28 P379 DOI 10113000917613200028<379CCATCO>20CO2,2014,community 37
"Dixit, Y
   Hodell, DA
   Petrie, CA 2014 Abrupt weakening of the summer monsoon in northwest India similar to
   4100 yr ago GEOLOGY",REIMER PJ 2009 RADIOCARBON V51 P1111,2014,community 9
"Lyons, N 2014 LOCALIZED CRITICAL THEORY AS AN EXPRESSION OF COMMUNITY ARCHAEOLOGY
   PRACTICE: WITH AN EXAMPLE FROM INUVIALUIT ELDERS OF THE CANADIAN WESTERN
   ARCTIC AMERICAN ANTIQUITY",ATALAY S 2012 COMMUNITYBASED ARCHAEOLOGY RESEARCH WITH BY AND FOR INDIGENOUS AND LOCAL COMMUNITIES P1,2014,community 38
"Lyons, N 2014 LOCALIZED CRITICAL THEORY AS AN EXPRESSION OF COMMUNITY ARCHAEOLOGY
   PRACTICE: WITH AN EXAMPLE FROM INUVIALUIT ELDERS OF THE CANADIAN WESTERN
   ARCTIC AMERICAN ANTIQUITY",MARSHALL Y 2002 WORLD ARCHAEOL V34 P211 DOI 1010800043824022000007062,2014,community 30
"Lyons, N 2014 LOCALIZED CRITICAL THEORY AS AN EXPRESSION OF COMMUNITY ARCHAEOLOGY
   PRACTICE: WITH AN EXAMPLE FROM INUVIALUIT ELDERS OF THE CANADIAN WESTERN
   ARCTIC AMERICAN ANTIQUITY",SILLIMAN STEPHEN W 2008 COLLABORATING TROWEL,2014,community 38
"Arnold, JE
   Martin, LS 2014 BOTANICAL EVIDENCE OF PALEODIETARY AND ENVIRONMENTAL CHANGE: DROUGHT ON
   THE CHANNEL ISLANDS, CALIFORNIA AMERICAN ANTIQUITY",ARNOLD JE 1992 AM ANTIQUITY V57 P60 DOI 1023072694835,2014,community 8
"Arnold, JE
   Martin, LS 2014 BOTANICAL EVIDENCE OF PALEODIETARY AND ENVIRONMENTAL CHANGE: DROUGHT ON
   THE CHANNEL ISLANDS, CALIFORNIA AMERICAN ANTIQUITY",ARNOLD J E 2001 ORIGINS PACIFIC COAS,2014,community 8
"Arnold, JE
   Martin, LS 2014 BOTANICAL EVIDENCE OF PALEODIETARY AND ENVIRONMENTAL CHANGE: DROUGHT ON
   THE CHANNEL ISLANDS, CALIFORNIA AMERICAN ANTIQUITY",KENNETT DJ 2000 AM ANTIQUITY V65 P379 DOI 1023072694065,2014,community 8
"Arnold, JE
   Martin, LS 2014 BOTANICAL EVIDENCE OF PALEODIETARY AND ENVIRONMENTAL CHANGE: DROUGHT ON
   THE CHANNEL ISLANDS, CALIFORNIA AMERICAN ANTIQUITY",KENNETT D J 2005 ISLAND CHUMASH BEHAV,2014,community 8
"Wright, AP 2014 HISTORY, MONUMENTALITY, AND INTERACTION IN THE APPALACHIAN SUMMIT MIDDLE
   WOODLAND AMERICAN ANTIQUITY",RAMSEY CB 2009 RADIOCARBON V51 P337,2014,community 9
"Wright, AP 2014 HISTORY, MONUMENTALITY, AND INTERACTION IN THE APPALACHIAN SUMMIT MIDDLE
   WOODLAND AMERICAN ANTIQUITY",REIMER PJ 2009 RADIOCARBON V51 P1111,2014,community 9
"Beck, ME
   Trabert, S 2014 KANSAS AND THE POSTREVOLT PUEBLOAN DIASPORA: CERAMIC EVIDENCE FROM THE
   SCOTT COUNTY PUEBLO AMERICAN ANTIQUITY",FERGUSON L 1992 UNCOMMON GROUND ARCH,2014,community 33
"Beck, ME
   Trabert, S 2014 KANSAS AND THE POSTREVOLT PUEBLOAN DIASPORA: CERAMIC EVIDENCE FROM THE
   SCOTT COUNTY PUEBLO AMERICAN ANTIQUITY",LIGHTFOOT KG 1998 AM ANTIQUITY V63 P199 DOI 1023072694694,2014,community 1
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",AMBROSE SH 1991 J ARCHAEOL SCI V18 P293 DOI 101016030544039190067Y,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",AMBROSE SH 1990 J ARCHAEOL SCI V17 P431 DOI 101016030544039090007R,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",AMBROSE S 1993 PREHISTORIC HUMAN BO P1,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",DENIRO MJ 1978 GEOCHIM COSMOCHIM AC V42 P495 DOI 1010160016703778901990,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",DENIRO MJ 1981 GEOCHIM COSMOCHIM AC V45 P341 DOI 1010160016703781902441,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",SCHOENINGER MJ 1984 GEOCHIM COSMOCHIM AC V48 P625 DOI 1010160016703784900917,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",VANDERMERWE NJ 1982 AM SCI V70 P596,2014,community 3
"McCaffery, H
   Tykot, RH
   Gore, KD
   DeBoer, BR 2014 STABLE ISOTOPE ANALYSIS OF TURKEY (MELEAGRIS GALLOPAVO) DIET FROM PUEBLO
   II AND PUEBLO III SITES, MIDDLE SAN JUAN REGION, NORTHWEST NEW MEXICO AMERICAN ANTIQUITY",VANDERMERWE NJ 1978 NATURE V276 P815 DOI 101038276815A0,2014,community 3
"Volzone, C
   Zagorodny, N 2014 Mercury intrusion porosimetry (MIP) study of archaeological pottery from
   Hualfin Valley, Catamarca, Argentina APPLIED CLAY SCIENCE",RICE P M 1987 POTTERY ANAL SOURCEB,2014,community 17
"Neudorf, CM
   Roberts, RG
   Jacobs, Z 2014 Assessing the time of final deposition of Youngest Toba Tuff deposits in
   the Middle Son Valley, northern India PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY",AITKEN M J 1998 INTRO OPTICAL DATING,2014,community 7
"Neudorf, CM
   Roberts, RG
   Jacobs, Z 2014 Assessing the time of final deposition of Youngest Toba Tuff deposits in
   the Middle Son Valley, northern India PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY",GALBRAITH RF 1999 ARCHAEOMETRY V41 P339 DOI 101111J147547541999TB00987X,2014,community 7
"Wisniewski, A 2014 The beginnings and diversity of Levallois methods in the early Middle
   Palaeolithic of Central Europe QUATERNARY INTERNATIONAL",SHENNAN S J 2002 GENES MEMES HUMAN HI,2014,community 2
"Neudorf, CM
   Roberts, RG
   Jacobs, Z 2014 Testing a model of alluvial deposition in the Middle Son Valley, Madhya
   Pradesh, India - IRSL dating of terraced alluvial sediments and
   implications for archaeological surveys and palaeoclimatic
   reconstructions QUATERNARY SCIENCE REVIEWS",ADAMIEC G 1998 ANCIENT TL V16 P37,2014,community 7
"Neudorf, CM
   Roberts, RG
   Jacobs, Z 2014 Testing a model of alluvial deposition in the Middle Son Valley, Madhya
   Pradesh, India - IRSL dating of terraced alluvial sediments and
   implications for archaeological surveys and palaeoclimatic
   reconstructions QUATERNARY SCIENCE REVIEWS",AITKEN M J 1998 INTRO OPTICAL DATING,2014,community 7
"Neudorf, CM
   Roberts, RG
   Jacobs, Z 2014 Testing a model of alluvial deposition in the Middle Son Valley, Madhya
   Pradesh, India - IRSL dating of terraced alluvial sediments and
   implications for archaeological surveys and palaeoclimatic
   reconstructions QUATERNARY SCIENCE REVIEWS",GALBRAITH RF 1999 ARCHAEOMETRY V41 P339 DOI 101111J147547541999TB00987X,2014,community 7
"Neudorf, CM
   Roberts, RG
   Jacobs, Z 2014 Testing a model of alluvial deposition in the Middle Son Valley, Madhya
   Pradesh, India - IRSL dating of terraced alluvial sediments and
   implications for archaeological surveys and palaeoclimatic
   reconstructions QUATERNARY SCIENCE REVIEWS",PRESCOTT JR 1994 RADIAT MEAS V23 P497 DOI 1010161350448794900868,2014,community 7
"Garazhian, O 2014 Encounters and Questions: An Archaeologist from a Trans-Modern Society ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",SHANKS M 1987 RECONSTRUCTING ARCHA,2014,community 5
"Garazhian, O 2014 Encounters and Questions: An Archaeologist from a Trans-Modern Society ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",SILLIMAN STEPHEN W 2008 COLLABORATING TROWEL,2014,community 38
"Garazhian, O 2014 Encounters and Questions: An Archaeologist from a Trans-Modern Society ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",SMITH L 2004 ARCHAEOLOGICAL THEOR,2014,community 31
"Garazhian, O 2014 Encounters and Questions: An Archaeologist from a Trans-Modern Society ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",SMITH L 2006 USES HERITAGE,2014,community 31
"Garazhian, O 2014 Encounters and Questions: An Archaeologist from a Trans-Modern Society ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",TRIGGER BG 1984 MAN V19 P355 DOI 1023072802176,2014,community 5
"Garazhian, O 2014 Encounters and Questions: An Archaeologist from a Trans-Modern Society ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",TRIGGER B G 1989 HIST ARCHAEOLOGICAL,2014,community 5
"Bloch, LJ 2014 The Unthinkable and the Unseen: Community Archaeology and Decolonizing
   Social Imagination at Okeeheepkee, or the Lake Jackson Site ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",ATALAY S 2012 COMMUNITYBASED ARCHAEOLOGY RESEARCH WITH BY AND FOR INDIGENOUS AND LOCAL COMMUNITIES P1,2014,community 38
"Bloch, LJ 2014 The Unthinkable and the Unseen: Community Archaeology and Decolonizing
   Social Imagination at Okeeheepkee, or the Lake Jackson Site ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",BOURDIEU PIERRE 1977 OUTLINE THEORY PRACT,2014,community 1
"Bloch, LJ 2014 The Unthinkable and the Unseen: Community Archaeology and Decolonizing
   Social Imagination at Okeeheepkee, or the Lake Jackson Site ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",MARSHALL Y 2002 WORLD ARCHAEOL V34 P211 DOI 1010800043824022000007062,2014,community 30
"Bloch, LJ 2014 The Unthinkable and the Unseen: Community Archaeology and Decolonizing
   Social Imagination at Okeeheepkee, or the Lake Jackson Site ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS",TRIGGER BG 1984 MAN V19 P355 DOI 1023072802176,2014,community 5
"Starzmann, MT 2014 Excavating Tempelhof airfield: objects of memory and the politics of
   absence RETHINKING HISTORY",BUCHLI V 2001 ARCHAEOLOGIES CONT,2014,community 32
"Starzmann, MT 2014 Excavating Tempelhof airfield: objects of memory and the politics of
   absence RETHINKING HISTORY",LATOUR BRUNO 1999 PANDORAS HOPE ESSAYS,2014,community 1
"Kobayashi, C
   Ishigaki, MN
   Tominaga, N
   Nomoto, K 2014 THE ORIGIN OF LOW [alpha/Fe] RATIOS IN EXTREMELY METAL-POOR STARS ASTROPHYSICAL JOURNAL LETTERS",BEERS TC 2005 ANNU REV ASTRON ASTR V43 P531 DOI 101146ANNUREVASTRO42053102134057,2014,community 26
"Kobayashi, C
   Ishigaki, MN
   Tominaga, N
   Nomoto, K 2014 THE ORIGIN OF LOW [alpha/Fe] RATIOS IN EXTREMELY METAL-POOR STARS ASTROPHYSICAL JOURNAL LETTERS",CAYREL R 2004 ASTRON ASTROPHYS V416 P1117 DOI 1010510004636120034074,2014,community 26
"Gremillion, KJ
   Barton, L
   Piperno, DR 2014 Particularism and the retreat from theory in the archaeology of
   agricultural origins PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF
   AMERICA",BOYD R 1985 CULTURE EVOLUTIONARY,2014,community 2
"Gremillion, KJ
   Barton, L
   Piperno, DR 2014 Particularism and the retreat from theory in the archaeology of
   agricultural origins PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF
   AMERICA",HENRICH J 2004 AM ANTIQUITY V69 P197 DOI 1023074128416,2014,community 2
